,SMILES
970,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O
971,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
972,CCOc1cc(N2C3COCC2CN(C(=O)C2CC(O)CN2c2ccc(Cl)cc2)C3)ccc1Cl
973,O=C(N1CCS(=O)(=O)CC1)N1CC(c2ccc(OC(F)(F)F)cc2)CC(c2nc(C3CC3)no2)C1
974,Cc1nc(C2CCN(C(=O)c3ccc(OC(F)(F)F)cc3N)CC2)c2ncc(N3CCN(C)CC3)cc2n1
975,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2ncccc2C1c1ccc(F)cc1
976,COc1cc(NC2CCCCC2(O)C(F)(F)F)ccc1F
977,O=C1CCc2cc(Nc3cc(OC4CCOCC4)c([N+](=O)[O-])cc3Cl)ccc2N1
978,O=C(c1ccc(F)cc1)N1CC(COc2ccc(Br)cc2)(C(=O)O)C1
979,Nc1nc(CC(N)C(=O)O)c[nH]1
980,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1
981,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl
982,O=C1NC(c2ccccn2)Sc2ccccc21
983,O=C(Nc1cnc(Oc2ccc(F)cc2)nc1)N1CCc2ncccc2C1c1ccc(F)cc1
984,O=C(O)C1CCCNC1
985,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1
986,Nc1nc(NCc2ccccc2)nc(-c2cccc(CO)c2)n1
