Code,Number of H-Donors,Number of H-Acceptors,Number of Rotatable bonds,CLogP,Number of Rings,PSA,ID,ROMol,Saltdata,SMILES
P7119360736,1,6,5,4.50E+00,4,1.39E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B1B0>,,O=C(CSc1nnnn1-c1ccc(Cl)cc1)Nc1nc2ccc(Br)cc2s1
P7119520567,0,3,4,3.80E+00,4,4.82E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B210>,,c1ccc(-c2nnc(COc3ccc4ccccc4c3)o2)cc1
P7119548771,1,5,5,4.30E+00,4,9.80E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B270>,,Cc1ccc(NC(=O)CSc2nnnn2-c2cccc3ccccc23)cc1C
P7119548781,1,5,5,4.40E+00,3,9.80E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B2D0>,,Cc1ccc(-n2nnnc2SCC(=O)Nc2cc(C)ccc2C)c(C)c1
P7119550649,1,8,8,3.10E+00,3,1.77E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B330>,,CCCSc1nnc(NC(=O)CSc2nnnn2-c2ccccc2F)s1
P7119561776,2,5,4,2.00E+00,4,1.12E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B390>,,CN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(C(=O)O)c4)ccc1c23
P7119561782,0,6,5,2.90E+00,5,1.05E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B3F0>,,COc1ccc(N(C(=O)c2cccnc2)S(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3C)cc1
P7119561812,1,5,6,2.70E+00,4,9.33E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B450>,,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cc(OC)ccc4OC)ccc1c23
P7119561984,2,5,4,2.00E+00,4,1.12E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B4B0>,,CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2
P7119610062,0,4,5,4.50E+00,4,5.63E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B510>,,O=C(COC(=O)c1ccc2ccccc2n1)c1ccc2ccccc2c1
P7119611165,1,5,7,3.60E+00,3,8.17E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B570>,,CCOC(=O)CC(NC(=O)c1cc2ccccc2oc1=O)c1ccccc1Cl
P7119620678,1,2,7,4.40E+00,3,4.69E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B5D0>,,C=CCn1c(CCCNC(=O)c2ccc(Cl)cc2)nc2ccccc21
P7119640933,1,6,7,1.80E+00,4,9.25E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B630>,,Cc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CCCN(C)C)o1
P7119670114,0,5,4,4.60E+00,4,1.05E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B690>,,Cc1noc(C)c1CSc1nc2c(c(-c3ccccc3)c1C#N)C(=O)CC(C)(C)C2
P7119680032,0,5,4,4.50E+00,5,1.30E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B6F0>,,O=[N+]([O-])c1ccccc1-c1ccc(-c2nn3c(-c4ccccc4)nnc3s2)o1
P7119680050,0,4,2,3.80E+00,5,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B750>,,Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2ccccc2n1
P7119681305,1,4,4,3.70E+00,2,9.53E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B7B0>,,CC(C)C(=O)/C(C#N)=C1/NC(=O)C(Cc2ccc(Cl)cc2)S1
P7119681578,0,4,2,3.30E+00,5,9.74E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B810>,,Cc1c(-c2nn3c(-c4ccncc4)nnc3s2)oc2ccccc12
P7119691873,2,5,6,3.90E+00,3,8.49E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B870>,,COc1ccc(CCNC(=O)Cc2c(C)c3cc(Cl)c(O)cc3oc2=O)cc1
P7119692347,1,5,7,4.80E+00,4,8.70E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B8D0>,,COc1ccc(CCNC(=O)Cc2c(C)c3cc4c(C)c(C)oc4c(C)c3oc2=O)cc1OC
P7119730870,0,2,3,3.80E+00,4,3.81E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B930>,,CCn1c(C2CC(=O)N(c3ccccc3Br)C2)nc2ccccc21
P7119740002,0,3,4,4.50E+00,4,4.82E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B990>,,Clc1ccccc1-c1nnc(COc2ccc3ccccc3c2)o1
P7119740031,0,3,2,4.90E+00,6,5.67E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348B9F0>,,c1ccc2nc3c(nc2c1)c1ccccc1n3Cc1nc2ccccc2o1
P7119760118,1,5,6,3.50E+00,4,9.03E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BA50>,,COc1ccc(OC)c(S(=O)(=O)Nc2cccc(-c3cn4cccc(C)c4n3)c2)c1
P7119830135,0,3,4,3.90E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BAB0>,,c1ccc(CCc2nnc3sc(-c4ccccc4)nn23)cc1
P7119830173,0,4,2,3.00E+00,4,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BB10>,,Brc1cccc(-c2nnc3sc(-c4cccnc4)nn23)c1
P7119830174,0,4,2,3.00E+00,4,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BB70>,,Brc1cccc(-c2nnc3sc(-c4ccncc4)nn23)c1
P7119830219,0,4,3,2.90E+00,4,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BBD0>,,Clc1ccc(Cc2nnc3sc(-c4cccnc4)nn23)cc1
P7119830220,0,4,3,2.90E+00,4,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BC30>,,Clc1ccc(Cc2nnc3sc(-c4ccncc4)nn23)cc1
P7119830230,0,5,5,3.20E+00,4,8.98E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BC90>,,COc1ccccc1OCc1nnc2sc(-c3ccccc3)nn12
P7119830233,0,3,3,4.10E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BCF0>,,Clc1ccc(Cc2nnc3sc(-c4ccccc4)nn23)cc1
P7119830372,0,5,5,4.70E+00,5,1.02E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BD50>,,Cc1c(-c2nn3c(Cc4ccccc4)nnc3s2)nnn1-c1cccc(C(F)(F)F)c1
P7119831323,1,6,5,4.00E+00,5,1.40E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BDB0>,,CCc1nnc(NC(=O)c2nnn(-c3ccc4noc(-c5ccccc5)c4c3)c2C)s1
P7119831632,1,5,4,3.50E+00,4,9.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BE10>,,Cc1cnnn1-c1ccc(NC(=O)c2nnn(-c3ccccc3Cl)c2C)cc1
P7119831759,1,5,4,3.80E+00,4,9.05E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BE70>,,Cc1ccc(C)c(-n2nnc(C(=O)Nc3ccc(-n4nncc4C)cc3)c2C)c1
P7119831846,0,4,2,3.30E+00,4,9.51E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BED0>,,N#Cc1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1
P7119831847,0,3,3,4.30E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BF30>,,FC(F)(F)c1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1
P7119831850,0,3,2,4.50E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B39348BF90>,,Fc1cc(Cl)c(-c2nn3c(-c4ccccc4)nnc3s2)cc1F
P7119831851,0,4,4,4.90E+00,5,8.06E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497030>,,c1ccc(Oc2ccc(-c3nn4c(-c5ccccc5)nnc4s3)cc2)cc1
P7119831852,0,4,4,4.50E+00,4,8.06E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497090>,,Clc1ccc(OCc2nn3c(-c4ccccc4)nnc3s2)c(Cl)c1
P7119831869,0,4,2,4.50E+00,5,8.42E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934970F0>,,Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2cc(Cl)ccc2n1
P7119831870,0,3,2,2.50E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497150>,,c1ccc(-c2nnc3sc(C4CC4)nn23)cc1
P7119831872,0,3,2,3.40E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934971B0>,,c1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1
P7119831884,1,4,2,3.70E+00,4,1.10E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497210>,,Sc1ccccc1-c1nn2c(-c3ccccc3)nnc2s1
P7119831889,0,3,3,4.50E+00,4,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497270>,,Clc1cccc(/C=C/c2nn3c(-c4ccccc4)nnc3s2)c1
P7119832226,0,4,3,4.10E+00,4,6.96E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934972D0>,,Cc1c(-c2nnc(-c3ccccc3)o2)nnn1-c1ccc(Br)cc1
P7119832735,1,4,4,3.60E+00,3,1.22E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497330>,,CCSc1nnc(NC(=O)c2cc3cc(C)ccc3o2)s1
P7119832932,1,6,5,2.00E+00,3,1.27E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497390>,,CCc1nnc(NC(=O)Cn2nnc(-c3ccc(C)cc3)n2)s1
P7119832954,0,6,5,2.90E+00,4,1.08E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934973F0>,,c1ccc(-c2nnc(CSc3nnnn3-c3ccccc3)o2)cc1
P7119833030,1,6,5,4.60E+00,5,1.40E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497450>,,CCc1nnc(NC(=O)c2nnn(-c3ccc4noc(-c5ccc(Cl)cc5)c4c3)c2C)s1
P7119851686,2,6,5,1.00E+00,4,1.29E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934974B0>,,CSCCC(C(=O)O)N1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N3
P7119860167,0,2,1,4.00E+00,3,2.63E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497510>,,O=c1cc(-c2ccc(F)cc2)oc2ccc(Cl)cc12
P7119860168,0,2,1,4.50E+00,3,2.63E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497570>,,O=c1cc(-c2ccccc2Cl)oc2ccc(Cl)cc12
P7119870077,1,4,4,2.90E+00,2,5.94E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934975D0>,,CCOC(=O)c1cnc2ccc(C(F)(F)F)cc2c1O
P7119910038,0,3,4,3.90E+00,4,5.67E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497630>,,Cc1cc2ncn(CCc3noc(-c4ccccc4)n3)c2cc1C
P7119910720,0,4,7,4.60E+00,5,5.66E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497690>,,COc1ccc(OCCn2c(C3CC(=O)N(c4ccc(F)cc4)C3)nc3ccccc32)cc1
P7119911002,1,2,7,5.00E+00,5,6.01E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934976F0>,,O=C(NCCCc1nc2ccccc2n1Cc1cccc2ccccc12)c1ccco1
P7119911256,0,2,5,4.00E+00,4,3.81E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497750>,,C=C(C)Cn1c(C2CC(=O)N(Cc3ccc(F)cc3)C2)nc2ccccc21
P7119980089,2,6,5,2.50E+00,3,1.69E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934977B0>,,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)n1
P7119980575,1,4,5,4.50E+00,3,1.22E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497810>,,CCSc1nnc(NC(=O)c2oc3ccc(CC)cc3c2C)s1
P7119981104,2,4,4,4.80E+00,5,9.76E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497870>,,Cc1cc2oc(C(=O)Nc3c(C(=O)Nc4ccccc4)oc4ccccc34)cc(=O)c2cc1C
P7119981945,0,6,10,4.60E+00,3,6.65E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934978D0>,,COc1cc(CN(CC2CCCO2)C(=O)COc2cc(C)c(Cl)c(C)c2)cc(OC)c1OC
P7119982173,1,5,4,2.70E+00,3,8.17E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497930>,,COC(=O)c1ccccc1NC(=O)c1cc(=O)c2ccc(C)cc2o1
P7119982377,2,5,5,3.70E+00,5,1.26E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497990>,,Cc1ccc2c(=O)cc(C(=O)Nc3sc4c(c3C(=O)NCc3cccnc3)CCCC4)oc2c1
P7119983136,2,4,4,4.30E+00,5,9.76E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934979F0>,,Cc1ccc2c(=O)cc(C(=O)Nc3c(C(=O)Nc4ccccc4)oc4ccccc34)oc2c1
P7119984040,1,5,4,3.20E+00,3,8.17E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497A50>,,COC(=O)c1ccccc1NC(=O)c1cc(=O)c2ccc(C)c(C)c2o1
P7119985185,0,2,6,3.80E+00,3,4.27E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497AB0>,,COc1cccc(C(=O)N(Cc2ccco2)Cc2ccccc2F)c1
P7119985928,1,6,5,4.50E+00,4,1.35E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497B10>,,Cc1cc(C)c2oc(C(=O)Nc3nnc(SCc4ccccc4)s3)cc(=O)c2c1
P7119986509,1,4,2,3.30E+00,3,1.24E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497B70>,,Cc1cc(C)c2nc(NC(=O)c3snnc3C)sc2c1
P7119987160,1,5,4,4.10E+00,4,1.10E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497BD0>,,COC(=O)c1c(NC(=O)c2cc(=O)c3cc(Cl)c(C)cc3o2)sc2c1CCC2
P7126296,1,3,2,3.30E+00,5,5.89E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497C30>,,c1ccc2c(c1)ncn1nc(Cc3c[nH]c4ccccc34)nc21
P7126772,1,8,4,1.80E+00,4,1.53E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497C90>,,Cc1nn2c(SCC(=O)Nc3nccs3)nc3ccccc3c2nc1=O
P7126913,1,8,5,2.60E+00,5,1.61E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497CF0>,,COc1ccc2nc(NC(=O)CSc3nc4ccccc4c4nnnn34)sc2c1
P7129156,1,4,5,1.10E+00,3,7.47E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497D50>,,Cn1c(=O)c(CCC(=O)NCc2ccccn2)nc2ccccc21
P7129323,2,6,5,1.70E+00,4,1.10E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497DB0>,,COc1ccc2nnc(CCC(=O)Nc3nc4ccccc4[nH]3)n2n1
P7129415,1,7,6,6.00E-01,3,1.35E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497E10>,,COc1ccc2nnc(CCCC(=O)Nc3nncs3)n2n1
P7129846,1,4,7,3.80E+00,4,7.91E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497E70>,,O=C(CCCn1nnc2ccccc2c1=O)NCCn1ccc2ccc(F)cc21
P7130087,2,3,5,3.00E+00,4,7.76E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497ED0>,,Cc1nc2ccccc2n(CC(=O)NCCc2c[nH]c3ccc(Cl)cc23)c1=O
P7130161,2,5,8,3.00E+00,4,9.72E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497F30>,,CC(C)Oc1ccc2nnc(CCC(=O)NCCc3c[nH]c4ccccc34)n2n1
P7130497,1,3,6,4.40E+00,4,6.67E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B393497F90>,,CC(C)Cn1ccc2c(NC(=O)Cc3nn(C(C)C)c(=O)c4ccccc34)cccc21
P7130795,1,3,5,2.00E+00,3,6.72E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5030>,,Cc1nn(C)c(C)c1CNC(=O)[C@H](C(C)C)N1Cc2ccccc2C1=O
P7131233,1,5,6,2.50E+00,4,8.69E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5090>,,COCCn1ccc2c(NC(=O)c3ccc(Cl)cc3-n3cnnn3)cccc21
P7131404,2,3,3,3.20E+00,4,7.81E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A50F0>,,Cc1ccc(NC(=O)C2CC(=O)N(c3n[nH]c4cccc(F)c34)C2)cc1C
P7131410,2,4,3,2.90E+00,5,1.19E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5150>,,O=C(Nc1nc2ccccc2s1)C1CC(=O)N(c2n[nH]c3cccc(F)c23)C1
P7131631,2,5,6,1.30E+00,5,1.08E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A51B0>,,O=C(NCCCc1nnc2ccccn12)C1CC(=O)N(c2n[nH]c3ccccc23)C1
P7131922,1,5,7,3.10E+00,3,1.31E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5210>,,C=CCSc1nnc(NC(=O)Cc2coc3ccc(OC)cc23)s1
P7138955,1,5,3,-8.00E-01,3,9.30E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5270>,,CN1CC(C(=O)Nc2cccc(-n3cnnn3)c2)CC1=O
P7139083,0,4,3,3.30E+00,4,5.23E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A52D0>,,COc1cccc(-c2ccnc3nc(C4CCC4)nn23)c1
P7139128,0,5,4,2.10E+00,3,6.15E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5330>,,COCc1nc2nccc(-c3ccc(OC)cc3F)n2n1
P7139162,0,3,1,2.70E+00,3,7.13E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5390>,,Brc1ccc(-c2ccnc3ncnn23)s1
P7210480089,1,3,1,4.30E+00,5,7.60E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A53F0>,,O=c1/c(=C/c2c[nH]c3ccccc23)sc2nc3ccccc3n12
P7210750009,1,5,8,2.80E+00,4,9.28E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5450>,,COC(=O)C(Cc1ccccc1)NC(=O)CCN1C(=O)c2cccc3cccc(c23)C1=O
P7211730056,1,4,4,4.70E+00,4,1.13E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A54B0>,,Cc1cccc(C)c1NC(=O)CSc1nnc2sc3ccccc3n12
P7211730236,2,5,5,3.30E+00,4,1.14E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5510>,,CC(=O)Nc1ccc(NC(=O)CSc2nnc3cc(C)c4ccccc4n23)cc1
P7211730460,1,6,8,4.60E+00,5,1.81E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5570>,,CCOC(=O)c1c(-c2ccco2)csc1NC(=O)CSc1nnc2sc3ccccc3n12
P7211730613,0,6,6,4.80E+00,3,1.34E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A55D0>,,Cc1ccc([N+](=O)[O-])c(OCCSc2ncnc3sc(C)c(C)c23)c1
P7211750017,1,4,4,4.70E+00,3,1.05E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5630>,,Cc1sc2nc(SC/C=C/c3ccccc3)nc(N)c2c1C
P7211760169,2,7,6,2.90E+00,5,1.51E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5690>,,Cc1cc(C)nc(NS(=O)(=O)c2ccc(Nc3nc(-c4c(C)nc5ccccn45)cs3)cc2)n1
P7211790373,1,8,8,4.40E+00,4,1.65E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A56F0>,,COC(=O)c1sc(NC(=O)CSc2nnc3cc(C)c4ccccc4n23)c(C(=O)OC)c1C
P7212090093,2,5,6,4.40E+00,5,1.80E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5750>,,NC(=O)c1c(NC(=O)CSc2ncnc3sc(-c4ccccc4)cc23)sc2c1CCC2
P7212090421,0,5,3,3.30E+00,5,1.03E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A57B0>,,Cc1sc2ncnc(N3CCN(S(=O)(=O)c4ccc5ccccc5c4)CC3)c2c1C
P7212090455,0,2,3,4.30E+00,4,3.27E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5810>,,O=c1c2ccccc2c(-c2ccccc2)nn1Cc1ccccc1
P7212090513,0,5,6,4.70E+00,4,1.02E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5870>,,COc1cccc(OCCSc2nnc3sc4ccccc4n23)c1
P7212090573,0,4,3,4.90E+00,4,4.79E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A58D0>,,Cc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1C
P7212090737,1,4,4,4.30E+00,3,1.08E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5930>,,Cc1sc2ncnc(SCC(=O)Nc3ccc(F)c(Cl)c3)c2c1C
P7212090794,1,6,6,4.80E+00,5,1.63E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5990>,,COC(=O)c1c(NC(=O)CSc2ncnc3sc4c(c23)CCCC4)sc2c1CCC2
P7212090878,1,4,4,5.00E+00,4,1.08E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A59F0>,,Cc1nc(SCC(=O)Nc2ccc(F)c(Cl)c2)c2c3c(sc2n1)CCCC3
P7213330163,0,4,3,4.90E+00,5,4.79E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5A50>,,c1cncc(-c2nc(Oc3cccc4ccccc34)c3ccccc3n2)c1
P7213380216,1,5,5,2.30E+00,4,8.34E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5AB0>,,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1cccnc1)c1ccc(Cl)cc1
P7213400178,0,6,5,2.60E+00,6,7.94E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5B10>,,O=C(CCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1
P7213400382,0,6,5,2.70E+00,6,9.93E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5B70>,,O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCN(S(=O)(=O)c2cccc3cccnc23)CC1
P7213400420,1,5,6,3.70E+00,4,1.00E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5BD0>,,O=C(O)c1ccccc1SCCCN1C(=O)c2cccc3cccc(c23)C1=O
P7213400592,0,5,6,3.80E+00,5,6.09E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5C30>,,O=C(CN1CCN(CCN2C(=O)c3cccc4cccc(c34)C2=O)CC1)c1ccc(Cl)cc1
P7213770009,1,9,9,4.70E+00,4,1.88E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5C90>,,CCOC(=O)CSc1nnc(CSc2nc(N)c3c(C)c(C)sc3n2)n1-c1ccccc1
P7213780120,1,5,4,3.80E+00,3,9.75E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5CF0>,,Cc1cc(C)n2c(SCC(=O)Nc3c(Cl)cccc3Cl)nnc2n1
P7214190112,1,7,9,3.10E+00,3,1.49E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5D50>,,COCCOC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3cc([N+](=O)[O-])ccc3Cl)cc12
P7214190176,2,5,8,4.00E+00,5,1.23E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5DB0>,,CCCc1oc2ccc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)cc2c1C(=O)OCC
P7214590313,1,5,4,4.70E+00,5,1.37E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5E10>,,Cc1cc2nnc(SCC(=O)Nc3sc4c(c3C#N)CCC4)n2c2ccccc12
P7216090154,1,5,4,4.00E+00,4,1.65E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5E70>,,Cc1sc(NC(=O)CSc2nnc3sc4ccccc4n23)c(C#N)c1C
P7216950032,0,4,2,4.50E+00,4,7.31E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5ED0>,,Cc1cccc(-c2nc3n(n2)C(=O)CC(c2cccc(F)c2)S3)c1
P7217220213,1,6,4,1.80E+00,5,1.15E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5F30>,,Cc1cccn2c(=O)c3cc(S(=O)(=O)c4ccccc4)c(=N)n(Cc4cccnc4)c3nc12
P7217221120,1,4,4,3.80E+00,4,8.36E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934A5F90>,,Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2c2cccc(Br)c2)no1
P7217221595,1,6,6,3.80E+00,4,1.02E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B1030>,,COc1ccc(OC)c(C2C(C(=O)c3ccc(Br)cc3)=C(O)C(=O)N2c2cc(C)on2)c1
P7217960233,2,5,4,2.20E+00,5,1.31E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B1090>,,CC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3cc4c5c(cccc5c3)C(=O)NC4=O)cc12
P7217970598,1,5,5,3.80E+00,4,1.50E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B10F0>,,Cc1nnc(SCC(=O)Nc2cccc(-c3nc4ccccc4s3)c2)s1
P7217970794,1,5,5,4.30E+00,5,1.26E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B1150>,,O=C(CSc1nnc2ccccn12)Nc1cccc(-c2nc3ccccc3s2)c1
P7217971028,1,4,7,3.60E+00,2,7.30E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B11B0>,,COc1ccc(CCNS(=O)(=O)c2cc(C)ccc2C)cc1OC
P7411540075,2,5,4,2.50E+00,3,1.18E+02,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B1210>,,Cc1cccc(N2C(=O)C(Cl)=C(Nc3ccc(S(N)(=O)=O)cc3)C2=O)c1C
P7411540145,1,3,5,4.70E+00,3,4.94E+01,,<rdkit.Chem.rdchem.Mol object at 0x000002B3934B1270>,,CCc1ccc(N2C(=O)C(Cl)=C(Nc3cccc(C(F)(F)F)c3)C2=O)cc1
